Subdomain,IP,Cloudflare
hercules-config.us-east-2.amazonaws.com,52.95.17.107,false
hercules-config.us-gov-west-1.amazonaws.com,52.46.224.3,false
hercules-config.us-west-1.amazonaws.com,52.119.176.2,false
hercules-config.us-west-2.amazonaws.com,52.119.168.200,false
hercules-deployment-corp.us-west-2.amazonaws.com,52.119.161.235,false
hercules-deployment-sea.us-west-2.amazonaws.com,52.119.165.6,false
hercules-deployment.ap-northeast-1.amazonaws.com,52.119.218.63,false
hercules-deployment.ap-northeast-2.amazonaws.com,52.95.195.186,false
hercules-deployment.ap-southeast-1.amazonaws.com,52.119.184.107,false
hercules-deployment.ap-southeast-2.amazonaws.com,52.119.210.150,false
hercules-deployment.ca-central-1.amazonaws.com,52.94.97.28,false
hercules-deployment.eu-central-1.amazonaws.com,52.119.190.19,false
hercules-deployment.eu-west-1.amazonaws.com,54.239.38.164,false
hercules-deployment.eu-west-2.amazonaws.com,52.94.49.76,false
hercules-deployment.sa-east-1.amazonaws.com,52.94.207.151,false
hercules-deployment.us-east-1.amazonaws.com,52.46.156.147,false
hercules-deployment.us-east-2.amazonaws.com,52.95.17.112,false
hercules-deployment.us-gov-west-1.amazonaws.com,52.119.208.203,false
hercules-deployment.us-west-1.amazonaws.com,52.119.176.4,false
hercules-deployment.us-west-2.amazonaws.com,52.119.168.203,false
hesperides.us-west-2.amazonaws.com,52.119.162.232,false
hyperloop-idb-gamma.us-west-2.amazonaws.com,52.94.209.23,false
hyperloop-ps-gamma.us-west-2.amazonaws.com,52.94.213.29,false
i.internal.iot.ap-northeast-1.amazonaws.com,52.198.39.23,false
i.internal.iot.ap-northeast-2.amazonaws.com,3.37.148.186,false
i.internal.iot.ap-southeast-2.amazonaws.com,54.206.200.75,false
i.internal.iot.eu-west-1.amazonaws.com,34.249.216.165,false
i.internal.iot.us-east-1.amazonaws.com,44.208.46.35,false
i.internal.iot.us-west-2.amazonaws.com,54.68.125.31,false
iam.amazonaws.com,52.94.225.3,false
iam.us-gov.amazonaws.com,52.46.233.12,false
iamadmin.amazonaws.com,52.46.132.15,false
importexport.amazonaws.com,52.46.144.6,false
inbound-smtp.eu-west-1.amazonaws.com,54.76.31.185,false
inbound-smtp.us-east-1.amazonaws.com,44.206.9.87,false
inbound-smtp.us-west-2.amazonaws.com,35.161.157.106,false
inspector.ap-northeast-2.amazonaws.com,52.95.193.195,false
inspector.ap-south-1.amazonaws.com,52.95.80.125,false
inspector.eu-west-1.amazonaws.com,54.239.33.216,false
inspector.us-west-2.amazonaws.com,54.240.249.170,false
iot.ap-northeast-1.amazonaws.com,54.249.9.101,false
iot.ap-northeast-2.amazonaws.com,13.124.214.167,false
iot.ap-southeast-2.amazonaws.com,13.54.94.14,false
iot.eu-central-1.amazonaws.com,35.156.99.145,false
iot.eu-west-1.amazonaws.com,34.249.152.4,false
iot.us-east-1.amazonaws.com,44.208.46.35,false
iot.us-west-2.amazonaws.com,35.160.26.55,false
ip-ranges.amazonaws.com,13.224.189.10,false
jetstream-gamma-us-east-1-b.amazonaws.com,52.94.224.18,false
kinesis-pod1.us-east-1.amazonaws.com,3.227.250.145,false
kinesis.ap-northeast-1.amazonaws.com,3.113.218.52,false
kinesis.ap-northeast-2.amazonaws.com,52.95.192.152,false
kinesis.ap-south-1.amazonaws.com,13.234.221.195,false
kinesis.ap-southeast-1.amazonaws.com,13.251.113.93,false
kinesis.ap-southeast-2.amazonaws.com,99.82.184.74,false
kinesis.eu-central-1.amazonaws.com,3.123.12.202,false
kinesis.eu-west-1.amazonaws.com,99.80.34.210,false
kinesis.sa-east-1.amazonaws.com,18.229.220.159,false
kinesis.us-east-1.amazonaws.com,3.91.171.228,false
kinesis.us-west-1.amazonaws.com,13.52.146.193,false
kinesis.us-west-2.amazonaws.com,34.223.45.41,false
kiwi.us-gov-west-1.amazonaws.com,205.251.238.142,false
kms-a.ap-northeast-1.amazonaws.com,54.239.96.26,false
kms-a.ap-northeast-2.amazonaws.com,52.95.192.68,false
kms-a.ap-southeast-1.amazonaws.com,54.240.226.28,false
kms-a.ap-southeast-2.amazonaws.com,99.83.80.10,false
kms-a.ca-central-1.amazonaws.com,52.94.96.25,false
kms-a.eu-central-1.amazonaws.com,54.239.54.221,false
kms-a.eu-west-1.amazonaws.com,67.220.224.91,false
kms-a.eu-west-2.amazonaws.com,52.94.48.24,false
kms-a.sa-east-1.amazonaws.com,177.72.244.100,false
kms-a.us-east-1.amazonaws.com,67.220.240.83,false
kms-a.us-gov-west-1.amazonaws.com,52.46.224.26,false
kms-a.us-west-1.amazonaws.com,176.32.114.82,false
kms-a.us-west-2.amazonaws.com,52.119.174.51,false
kms-b.ap-northeast-1.amazonaws.com,54.239.96.26,false
kms-b.ap-northeast-2.amazonaws.com,52.95.192.75,false
kms-b.ap-southeast-1.amazonaws.com,54.240.226.89,false
kms-b.ap-southeast-2.amazonaws.com,54.240.195.210,false
kms-b.ca-central-1.amazonaws.com,52.94.100.7,false
kms-b.eu-central-1.amazonaws.com,54.239.54.227,false
kms-b.eu-west-1.amazonaws.com,67.220.226.203,false
kms-b.eu-west-2.amazonaws.com,52.94.52.26,false
kms-b.sa-east-1.amazonaws.com,177.72.244.203,false
kms-b.us-east-1.amazonaws.com,54.239.18.135,false
kms-b.us-gov-west-1.amazonaws.com,52.46.228.10,false
kms-b.us-west-1.amazonaws.com,176.32.118.139,false
kms-b.us-west-2.amazonaws.com,52.94.181.195,false
kms-c.ap-northeast-1.amazonaws.com,27.0.2.244,false
kms-c.ap-northeast-2.amazonaws.com,52.95.192.102,false
kms-c.ap-southeast-1.amazonaws.com,52.119.187.128,false
kms-c.ap-southeast-2.amazonaws.com,54.240.195.210,false
kms-c.ca-central-1.amazonaws.com,52.94.104.24,false
kms-c.eu-central-1.amazonaws.com,54.239.54.236,false
kms-c.eu-west-1.amazonaws.com,67.220.228.156,false
kms-c.eu-west-2.amazonaws.com,52.94.57.227,false
kms-c.sa-east-1.amazonaws.com,177.72.245.147,false
kms-c.us-east-1.amazonaws.com,209.54.183.109,false
kms-c.us-gov-west-1.amazonaws.com,52.46.232.23,false
kms-c.us-west-1.amazonaws.com,176.32.112.55,false
kms-c.us-west-2.amazonaws.com,52.94.184.254,false
kms-d.ap-northeast-1.amazonaws.com,52.119.223.105,false
kms-d.ap-southeast-2.amazonaws.com,54.240.195.241,false
kms-d.us-east-1.amazonaws.com,52.46.136.89,false
kms-e.us-east-1.amazonaws.com,209.54.179.157,false
kms-f.us-east-1.amazonaws.com,52.119.198.232,false
kms.ap-northeast-1.amazonaws.com,27.0.2.244,false
kms.ap-northeast-2.amazonaws.com,52.95.192.75,false
kms.ap-southeast-1.amazonaws.com,52.119.187.128,false
kms.ap-southeast-2.amazonaws.com,54.240.195.210,false
kms.ca-central-1.amazonaws.com,52.94.100.7,false
kms.eu-central-1.amazonaws.com,54.239.54.221,false
kms.eu-west-1.amazonaws.com,52.95.126.34,false
kms.eu-west-2.amazonaws.com,52.94.51.130,false
kms.sa-east-1.amazonaws.com,177.72.244.100,false
kms.us-east-1.amazonaws.com,209.54.179.157,false
kms.us-gov-west-1.amazonaws.com,52.46.224.26,false
kms.us-west-1.amazonaws.com,176.32.112.55,false
kms.us-west-2.amazonaws.com,52.119.167.241,false
lambda.ap-northeast-1.amazonaws.com,3.112.11.111,false
lambda.ap-northeast-2.amazonaws.com,54.180.110.227,false
lambda.ap-southeast-1.amazonaws.com,3.0.187.124,false
lambda.ap-southeast-2.amazonaws.com,13.239.173.243,false
lambda.eu-central-1.amazonaws.com,3.121.179.47,false
lambda.eu-west-1.amazonaws.com,63.32.72.198,false
lambda.us-east-1.amazonaws.com,44.192.249.153,false
lambda.us-east-2.amazonaws.com,3.16.205.75,false
lambda.us-west-2.amazonaws.com,34.223.16.226,false
lily.us-east-1.amazonaws.com,18.66.122.107,false
logs.ap-northeast-1.amazonaws.com,18.181.204.194,false
logs.ap-northeast-2.amazonaws.com,3.34.228.44,false
logs.ap-south-1.amazonaws.com,15.206.137.225,false
logs.ap-southeast-1.amazonaws.com,13.212.3.114,false
logs.ap-southeast-2.amazonaws.com,3.25.178.141,false
logs.ca-central-1.amazonaws.com,3.96.143.237,false
logs.eu-central-1.amazonaws.com,18.157.237.167,false
logs.eu-west-1.amazonaws.com,3.250.243.64,false
logs.eu-west-2.amazonaws.com,18.133.45.7,false
logs.sa-east-1.amazonaws.com,15.228.1.175,false
logs.us-east-1.amazonaws.com,3.236.94.243,false
logs.us-gov-west-1.amazonaws.com,15.200.150.136,false
logs.us-west-1.amazonaws.com,3.101.114.84,false
logs.us-west-2.amazonaws.com,44.234.123.81,false
ly-ww-alpha.us-west-2.amazonaws.com,52.119.164.226,false
ly-ww-beta-pdx.us-west-2.amazonaws.com,52.119.164.230,false
ly-ww-preprod.us-west-2.amazonaws.com,52.119.161.206,false
ly-ww.us-east-1.amazonaws.com,52.46.156.28,false
ly-ww.us-west-2.amazonaws.com,54.240.254.39,false
mac10131963.us-east-1.amazonaws.com,207.171.162.137,false
machinelearning.eu-west-1.amazonaws.com,54.239.37.11,false
machinelearning.us-east-1.amazonaws.com,54.239.22.40,false
madison-a-s1.us-west-2.amazonaws.com,54.240.248.248,false
madison-a-s2.us-west-2.amazonaws.com,54.240.254.31,false
madison-tacs-s1.us-west-2.amazonaws.com,54.240.248.225,false
madison-tacs-s2.us-west-2.amazonaws.com,54.240.254.10,false
madison.us-west-2.amazonaws.com,52.119.162.220,false
magnolio-alpha-dataplane.eu-west-1.amazonaws.com,54.239.39.191,false
magnolio-alpha-dataplane.us-west-2.amazonaws.com,52.94.213.108,false
magnolio-gamma.ap-southeast-2.amazonaws.com,103.8.175.55,false
magnolio-gamma.eu-west-1.amazonaws.com,52.94.217.224,false
magnolio-gamma.us-east-1.amazonaws.com,52.94.234.155,false
magnolio-gamma.us-east-2.amazonaws.com,52.95.16.229,false
manage-workdocs-gamma.us-east-1.amazonaws.com,54.239.20.213,false
manage.zocalo.ap-northeast-1.amazonaws.com,52.119.218.6,false
manage.zocalo.ap-southeast-1.amazonaws.com,54.240.226.198,false
manage.zocalo.ap-southeast-2.amazonaws.com,103.8.174.128,false
manage.zocalo.eu-west-1.amazonaws.com,52.94.217.115,false
manage.zocalo.us-east-1.amazonaws.com,52.94.233.216,false
manage.zocalo.us-gov-west-1.amazonaws.com,205.251.238.237,false
manage.zocalo.us-west-2.amazonaws.com,52.94.213.9,false
mantaray.us-east-1.amazonaws.com,18.66.147.29,false
marketplacecommerceanalytics.us-east-1.amazonaws.com,52.46.128.47,false
merchantorderupdate-eu-preview.amazonaws.com,87.238.85.185,false
merchantorderupdate-eu.amazonaws.com,176.32.111.54,false
metering.marketplace.ap-southeast-2.amazonaws.com,103.8.174.119,false
metering.marketplace.eu-central-1.amazonaws.com,52.94.204.114,false
mobileanalytics.us-east-1.amazonaws.com,54.239.24.186,false
monarch.us-east-1.amazonaws.com,52.94.233.220,false
monitor-api-public.ap-northeast-2.amazonaws.com,52.95.194.109,false
monitor-api-public.ap-south-1.amazonaws.com,52.95.84.156,false
monitor-api-public.eu-central-1.amazonaws.com,52.94.205.38,false
monitoring.amazonaws.com,52.46.141.34,false
monitoring.ap-northeast-1.amazonaws.com,52.119.222.42,false
monitoring.ap-northeast-2.amazonaws.com,52.95.194.127,false
monitoring.ap-south-1.amazonaws.com,52.95.85.233,false
monitoring.ap-southeast-1.amazonaws.com,15.221.10.2,false
monitoring.ap-southeast-2.amazonaws.com,103.8.174.107,false
monitoring.ca-central-1.amazonaws.com,52.94.100.169,false
monitoring.eu-central-1.amazonaws.com,52.94.136.188,false
monitoring.eu-west-1.amazonaws.com,52.95.125.111,false
monitoring.eu-west-2.amazonaws.com,52.94.54.98,false
monitoring.sa-east-1.amazonaws.com,52.94.206.48,false
monitoring.us-east-1.amazonaws.com,52.46.143.68,false
monitoring.us-gov-west-1.amazonaws.com,52.46.232.171,false
monitoring.us-west-1.amazonaws.com,52.119.177.33,false
monitoring.us-west-2.amazonaws.com,54.240.253.192,false
mturk-requester-sandbox.us-east-1.amazonaws.com,52.94.230.33,false
mturk-requester.us-east-1.amazonaws.com,52.46.130.191,false
mws.amazonaws.com,52.46.156.188,false
northguard.us-east-1.amazonaws.com,52.94.232.142,false
nsm-service.ap-northeast-1.amazonaws.com,52.119.222.194,false
nsm-service.ap-northeast-2.amazonaws.com,52.95.194.196,false
nsm-service.ap-southeast-1.amazonaws.com,52.119.186.156,false
nsm-service.ap-southeast-2.amazonaws.com,103.8.175.239,false
nsm-service.eu-central-1.amazonaws.com,52.94.204.255,false
nsm-service.eu-west-1.amazonaws.com,52.95.120.88,false
nsm-service.eu-west-2.amazonaws.com,52.94.53.34,false
nsm-service.sa-east-1.amazonaws.com,52.94.206.223,false
nsm-service.us-east-1.amazonaws.com,52.46.129.91,false
nsm-service.us-gov-west-1.amazonaws.com,52.119.208.160,false
nsm-service.us-west-1.amazonaws.com,176.32.114.170,false
nsm-service.us-west-2.amazonaws.com,52.119.161.81,false
ntdyalf.us-east-1.amazonaws.com,207.171.168.44,false
opsworks-instance-service.ap-northeast-1.amazonaws.com,3.115.28.207,false
opsworks-instance-service.ap-south-1.amazonaws.com,15.207.139.118,false
opsworks-instance-service.ap-southeast-1.amazonaws.com,18.136.8.213,false
opsworks-instance-service.ap-southeast-2.amazonaws.com,3.24.54.225,false
opsworks-instance-service.eu-central-1.amazonaws.com,3.125.171.29,false
opsworks-instance-service.eu-west-1.amazonaws.com,34.242.39.71,false
opsworks-instance-service.sa-east-1.amazonaws.com,52.67.49.11,false
opsworks-instance-service.us-east-1.amazonaws.com,52.22.66.245,false
opsworks-instance-service.us-east-2.amazonaws.com,18.189.237.5,false
opsworks-instance-service.us-west-1.amazonaws.com,52.52.149.81,false
opsworks-instance-service.us-west-2.amazonaws.com,34.215.17.158,false
opsworks.amazonaws.com,44.193.109.231,false
opsworks.ap-northeast-1.amazonaws.com,54.150.29.126,false
opsworks.ap-northeast-2.amazonaws.com,3.34.215.236,false
opsworks.ap-south-1.amazonaws.com,13.127.78.130,false
opsworks.ap-southeast-1.amazonaws.com,13.251.231.78,false
opsworks.ap-southeast-2.amazonaws.com,13.236.227.66,false
opsworks.eu-central-1.amazonaws.com,3.120.99.174,false
opsworks.eu-west-1.amazonaws.com,52.211.223.163,false
opsworks.sa-east-1.amazonaws.com,54.232.84.32,false
opsworks.us-east-1.amazonaws.com,34.236.241.186,false
opsworks.us-east-2.amazonaws.com,18.190.100.36,false
opsworks.us-west-1.amazonaws.com,52.8.25.47,false
opsworks.us-west-2.amazonaws.com,52.33.253.131,false
organizations.us-east-1.amazonaws.com,52.46.158.159,false
panama-beta.us-east-1.amazonaws.com,54.239.25.119,false
panama-gamma.us-east-1.amazonaws.com,54.239.22.234,false
panama-gamma.us-west-2.amazonaws.com,54.240.255.208,false
parrot.eu-west-1.amazonaws.com,52.94.220.64,false
photon-paps.us-east-1.amazonaws.com,52.94.228.140,false
photon-perf.us-east-1.amazonaws.com,52.94.241.218,false
podium-del-svc-beta.us-west-2.ec2-services.amazonaws.com,54.240.255.45,false
podium-del-svc.us-west-2.ec2-services.amazonaws.com,54.240.255.210,false
podium-ingest-mgr-beta.us-west-2.ec2-services.amazonaws.com,54.240.255.58,false
podium-ingest-mgr-gamma.us-west-2.ec2-services.amazonaws.com,54.240.255.56,false
podium-ingest-mgr.us-west-2.ec2-services.amazonaws.com,54.240.255.201,false
pricing.us-east-1.amazonaws.com,18.66.97.110,false
queue.amazonaws.com,3.236.169.39,false
r.internal.iot.ap-northeast-1.amazonaws.com,52.198.39.23,false
r.internal.iot.ap-northeast-2.amazonaws.com,3.37.148.186,false
r.internal.iot.ap-southeast-2.amazonaws.com,13.236.122.64,false
r.internal.iot.eu-west-1.amazonaws.com,34.249.216.165,false
r.internal.iot.us-east-1.amazonaws.com,54.91.192.186,false
r.internal.iot.us-west-2.amazonaws.com,54.68.125.31,false
razorbill-gamma-artifacts.us-east-1.amazonaws.com,176.32.102.145,false
razorbill-preview-artifacts.us-east-1.amazonaws.com,176.32.99.13,false
rdn.ap-northeast-1.amazonaws.com,54.239.96.129,false
rdn.ap-southeast-1.amazonaws.com,52.95.35.32,false
rdn.ap-southeast-2.amazonaws.com,54.240.206.156,false
rdn.eu-central-1.amazonaws.com,54.239.55.251,false
rdn.eu-west-1.amazonaws.com,54.239.38.235,false
rdn.us-east-1.amazonaws.com,52.46.155.244,false
rdn.us-west-2.amazonaws.com,54.240.255.209,false
rds-beta.us-east-1.amazonaws.com,54.239.31.41,false
rds.amazonaws.com,54.239.31.3,false
rds.ap-northeast-1.amazonaws.com,54.239.96.140,false
rds.ap-northeast-2.amazonaws.com,52.95.193.138,false
rds.ap-south-1.amazonaws.com,52.95.88.61,false
rds.ap-southeast-1.amazonaws.com,52.95.35.183,false
rds.ap-southeast-2.amazonaws.com,99.82.184.113,false
rds.eu-central-1.amazonaws.com,54.239.55.76,false
rds.eu-west-1.amazonaws.com,54.239.39.72,false
rds.sa-east-1.amazonaws.com,177.72.245.245,false
rds.us-east-1.amazonaws.com,54.239.31.3,false
rds.us-gov-west-1.amazonaws.com,52.46.225.0,false
rds.us-west-1.amazonaws.com,176.32.118.192,false
rds.us-west-2.amazonaws.com,54.240.249.196,false
realtime.machinelearning.eu-west-1.amazonaws.com,54.239.33.133,false
realtime.machinelearning.us-east-1.amazonaws.com,54.239.29.155,false
redfish.us-west-2.amazonaws.com,54.240.251.127,false
redshift-is.ap-northeast-1.amazonaws.com,52.119.222.182,false
redshift-is.ap-southeast-1.amazonaws.com,52.119.186.142,false
redshift-is.ap-southeast-2.amazonaws.com,52.119.211.70,false
redshift-is.eu-central-1.amazonaws.com,52.119.188.110,false
redshift-is.eu-west-1.amazonaws.com,52.95.114.185,false
redshift-is.us-east-1.amazonaws.com,52.46.131.244,false
redshift-is.us-east-2.amazonaws.com,52.95.19.148,false
redshift-is.us-west-2.amazonaws.com,52.119.169.241,false
redshift.ap-northeast-1.amazonaws.com,54.240.225.83,false
redshift.ap-northeast-2.amazonaws.com,52.95.193.140,false
redshift.ap-southeast-1.amazonaws.com,52.119.186.245,false
redshift.ap-southeast-2.amazonaws.com,52.119.210.48,false
redshift.eu-central-1.amazonaws.com,54.239.55.232,false
redshift.eu-west-1.amazonaws.com,54.239.35.117,false
redshift.us-east-1.amazonaws.com,54.239.31.94,false
redshift.us-east-2.amazonaws.com,52.95.16.111,false
redshift.us-gov-west-1.amazonaws.com,52.46.224.250,false
redshift.us-west-1.amazonaws.com,176.32.118.199,false
redshift.us-west-2.amazonaws.com,54.240.251.216,false
resortfrontier-lb-1738011197.ap-northeast-1.elb.amazonaws.com,52.196.230.80,false
road-runner-b.amazonaws.com,176.32.99.235,false
road-runner-g.amazonaws.com,34.192.71.250,false
road-runner-preprod.ap-northeast-1.amazonaws.com,52.194.33.54,false
road-runner-preprod.ap-southeast-2.amazonaws.com,13.238.192.161,false
road-runner-preprod.eu-west-1.amazonaws.com,3.248.91.98,false
road-runner-preprod.us-west-2.amazonaws.com,54.71.173.187,false
road-runner-preview.amazonaws.com,207.171.168.62,false
rose.amazonaws.com,207.171.168.98,false
rose.beta.amazonaws.com,72.21.210.71,false
route53.amazonaws.com,52.94.235.198,false
route53domains.us-east-1.amazonaws.com,54.239.29.152,false
routing.us-west-2.amazonaws.com,54.240.254.68,false
s3-console-ap-northeast-1.amazonaws.com,103.246.150.131,false
s3-console-ap-southeast-1.amazonaws.com,203.83.221.91,false
s3-console-eu-west-1.amazonaws.com,178.236.5.34,false
s3-console-sa-east-1.amazonaws.com,177.72.244.3,false
s3-console-us-standard.amazonaws.com,72.21.194.21,false
s3-console-us-west-1.amazonaws.com,204.246.163.131,false
s3-master-bridge-dub.eu-west-1.amazonaws.com,52.94.220.155,false
s3-master-bridge.us-east-1.amazonaws.com,52.94.226.17,false
s3-prod-bridge-dub.eu-west-1.amazonaws.com,52.94.220.159,false
s3-prod-bridge-fra.eu-central-1.amazonaws.com,52.94.205.30,false
s3-prod-bridge-gru.sa-east-1.amazonaws.com,52.94.206.152,false
s3-prod-bridge-nrt.ap-northeast-1.amazonaws.com,52.119.218.7,false
s3-prod-bridge-pdx.us-west-2.amazonaws.com,52.94.211.13,false
s3-prod-bridge-sfo.us-west-1.amazonaws.com,176.32.119.91,false
s3-prod-bridge-sin.ap-southeast-1.amazonaws.com,54.240.226.214,false
s3-prod-bridge-syd.ap-southeast-2.amazonaws.com,99.83.82.55,false
s3-prod-bridge.ca-central-1.amazonaws.com,52.94.100.141,false
s3-prod-bridge.eu-west-2.amazonaws.com,52.94.56.135,false
s3-prod-bridge.us-east-1.amazonaws.com,52.94.228.22,false
s3-prod-gollum-dub.eu-west-1.amazonaws.com,52.94.219.78,false
s3-prod-gollum-fra.eu-central-1.amazonaws.com,52.94.205.34,false
s3-prod-gollum-gru.sa-east-1.amazonaws.com,52.94.207.51,false
s3-prod-gollum-nrt.ap-northeast-1.amazonaws.com,99.77.62.8,false
s3-prod-gollum-pdx.us-west-2.amazonaws.com,52.94.211.50,false
s3-prod-gollum-sfo.us-west-1.amazonaws.com,176.32.119.102,false
s3-prod-gollum-sin.ap-southeast-1.amazonaws.com,54.240.226.210,false
s3-prod-gollum-syd.ap-southeast-2.amazonaws.com,99.83.81.1,false
s3.amazonaws.com,52.216.33.16,false
sa-east-1.autoscaling.amazonaws.com,177.72.244.236,false
sa-east-1.ec2.amazonaws.com,177.72.245.178,false
sa-east-1.elasticloadbalancing.amazonaws.com,177.72.245.254,false
sa-east-1.elasticmapreduce.amazonaws.com,177.72.245.190,false
sa-east-1.queue.amazonaws.com,15.228.1.250,false
screenshare.amazonaws.com,52.33.240.254,false
sdb.amazonaws.com,54.239.28.136,false
sdb.ap-northeast-1.amazonaws.com,52.119.222.183,false
sdb.ap-southeast-1.amazonaws.com,52.95.35.215,false
sdb.ap-southeast-2.amazonaws.com,52.119.210.101,false
sdb.eu-west-1.amazonaws.com,52.95.121.75,false
sdb.sa-east-1.amazonaws.com,177.72.244.123,false
sdb.us-west-1.amazonaws.com,176.32.118.247,false
sdb.us-west-2.amazonaws.com,54.240.254.159,false
sdk.amazonaws.com,18.66.112.50,false
sds.amazonaws.com,54.239.28.136,false
seedy.us-east-1.amazonaws.com,52.94.236.103,false
servicecatalog.ap-southeast-2.amazonaws.com,52.119.211.26,false
servicecatalog.eu-central-1.amazonaws.com,52.94.204.135,false
servicecatalog.us-east-2.amazonaws.com,52.95.16.146,false
ses-feedback.eu-west-1.amazonaws.com,176.32.109.197,false
ses-feedback.us-east-1.amazonaws.com,72.21.206.91,false
ses-feedback.us-west-2.amazonaws.com,54.240.253.154,false
skykitchen-preview.us-east-1.amazonaws.com,52.94.232.100,false
skylight-cm-gamma.us-west-2.amazonaws.com,52.94.209.55,false
skylight-cm.ap-northeast-1.amazonaws.com,52.119.218.13,false
skylight-cm.ap-southeast-1.amazonaws.com,54.240.226.216,false
skylight-cm.ap-southeast-2.amazonaws.com,103.8.175.31,false
skylight-cm.eu-central-1.amazonaws.com,52.94.204.164,false
skylight-cm.eu-west-1.amazonaws.com,52.94.221.60,false
skylight-cm.us-east-1.amazonaws.com,52.94.233.236,false
skylight-cm.us-west-2.amazonaws.com,52.94.213.14,false
skylight-vpcm-beta.us-east-1.amazonaws.com,52.94.234.10,false
skylight-vpcm-gamma.us-west-2.amazonaws.com,52.94.209.145,false
skylight-vpcm.ap-northeast-1.amazonaws.com,52.119.220.14,false
skylight-vpcm.ap-southeast-1.amazonaws.com,54.240.226.241,false
skylight-vpcm.ap-southeast-2.amazonaws.com,103.8.174.40,false
skylight-vpcm.eu-central-1.amazonaws.com,52.94.204.55,false
skylight-vpcm.eu-west-1.amazonaws.com,52.94.221.64,false
skylight-vpcm.us-east-1.amazonaws.com,52.94.226.115,false
skylight-vpcm.us-west-2.amazonaws.com,52.94.213.50,false
snowball.ap-northeast-1.amazonaws.com,52.119.220.54,false
snowball.ap-south-1.amazonaws.com,52.95.88.179,false
snowball.ap-southeast-2.amazonaws.com,103.8.174.95,false
snowball.eu-central-1.amazonaws.com,52.94.204.111,false
snowball.eu-west-1.amazonaws.com,52.94.219.218,false
snowball.us-east-1.amazonaws.com,52.94.229.132,false
snowball.us-gov-west-1.amazonaws.com,52.46.229.58,false
snowball.us-west-1.amazonaws.com,176.32.114.124,false
snowball.us-west-2.amazonaws.com,52.94.213.193,false
sns.ap-northeast-1.amazonaws.com,18.183.37.23,false
sns.ap-northeast-2.amazonaws.com,3.34.228.78,false
sns.ap-south-1.amazonaws.com,15.207.13.38,false
sns.ap-southeast-1.amazonaws.com,13.212.3.149,false
sns.ap-southeast-2.amazonaws.com,3.25.138.104,false
sns.ca-central-1.amazonaws.com,3.96.143.178,false
sns.eu-central-1.amazonaws.com,18.157.237.202,false
sns.eu-west-1.amazonaws.com,3.250.244.28,false
sns.eu-west-2.amazonaws.com,18.133.45.79,false
sns.sa-east-1.amazonaws.com,15.228.1.202,false
sns.us-east-1.amazonaws.com,3.239.232.82,false
sns.us-east-2.amazonaws.com,3.128.56.210,false
sns.us-gov-west-1.amazonaws.com,52.46.229.36,false
sns.us-west-1.amazonaws.com,3.101.114.45,false
sns.us-west-2.amazonaws.com,44.242.184.251,false
sonic.us-east-1.amazonaws.com,52.119.198.88,false
sqs.ap-northeast-1.amazonaws.com,18.183.37.20,false
sqs.ap-northeast-2.amazonaws.com,52.95.200.56,false
sqs.ap-south-1.amazonaws.com,15.207.13.20,false
sqs.ap-southeast-1.amazonaws.com,13.251.117.181,false
sqs.ap-southeast-2.amazonaws.com,3.104.83.196,false
sqs.eu-central-1.amazonaws.com,18.157.237.245,false
sqs.eu-west-1.amazonaws.com,63.34.62.21,false
sqs.sa-east-1.amazonaws.com,15.228.1.250,false
sqs.us-east-1.amazonaws.com,3.239.232.81,false
sqs.us-gov-west-1.amazonaws.com,52.119.208.82,false
sqs.us-west-1.amazonaws.com,3.101.114.19,false
sqs.us-west-2.amazonaws.com,44.242.184.221,false
ssm.ap-northeast-1.amazonaws.com,52.119.223.48,false
ssm.ap-northeast-2.amazonaws.com,52.95.197.179,false
ssm.ap-south-1.amazonaws.com,52.95.81.166,false
ssm.ap-southeast-1.amazonaws.com,52.119.187.17,false
ssm.ap-southeast-2.amazonaws.com,99.82.185.66,false
ssm.eu-central-1.amazonaws.com,52.119.188.195,false
ssm.eu-west-1.amazonaws.com,52.95.125.3,false
ssm.sa-east-1.amazonaws.com,52.46.174.79,false
ssm.us-east-1.amazonaws.com,52.46.159.244,false
ssm.us-gov-west-1.amazonaws.com,52.46.228.210,false
ssm.us-west-1.amazonaws.com,52.119.176.180,false
ssm.us-west-2.amazonaws.com,52.119.171.48,false
stackbuilder-2.amazonaws.com,54.239.37.178,false
stackbuilder.amazonaws.com,54.239.28.222,false
stackbuilder.ap-northeast-2.amazonaws.com,52.95.193.141,false
stackbuilder.ca-central-1.amazonaws.com,52.94.108.159,false
stackbuilder.eu-central-1.amazonaws.com,54.239.55.237,false
stackbuilder.eu-west-2.amazonaws.com,52.94.48.69,false
stackbuilder.us-gov-west-1.amazonaws.com,52.46.232.110,false
starport.us-west-2.amazonaws.com,34.223.26.171,false
states.eu-central-1.amazonaws.com,52.94.205.3,false
storagegateway.ap-northeast-1.amazonaws.com,54.95.248.128,false
storagegateway.ap-northeast-2.amazonaws.com,52.79.89.101,false
storagegateway.ap-southeast-1.amazonaws.com,54.255.60.132,false
storagegateway.ap-southeast-2.amazonaws.com,13.210.80.164,false
storagegateway.eu-central-1.amazonaws.com,3.122.140.173,false
storagegateway.eu-west-1.amazonaws.com,34.249.192.222,false
storagegateway.eu-west-2.amazonaws.com,13.41.246.69,false
storagegateway.sa-east-1.amazonaws.com,18.228.134.140,false
